Title,Price,Country of Origin,Product Link
SEIKO Men's Watch Chronograph Quartz Silver Dial Steel SSB425 Valentine Gift,132.36,"New York,NY,USA",https://www.ebay.com/itm/SEIKO-Mens-Watch-Chronograph-Quartz-Silver-Dial-Steel-SSB425-Valentine-Gift-/314883440988
Citizen Men's Avion Eco-Drive Rose Gold Chronograph 45mm Watch CA4213-18L,132.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Mens-Avion-Eco-Drive-Rose-Gold-Chronograph-45mm-Watch-CA4213-18L-/264969313878
Invicta 38mm GRAND DIVER AUTOMATIC IVORY ABALONE Dial DIAMOND Silver SS Watch,134.99,"Katy,TX,USA",https://www.ebay.com/itm/Invicta-38mm-GRAND-DIVER-AUTOMATIC-IVORY-ABALONE-Dial-DIAMOND-Silver-SS-Watch-/305349696531
Timex Huckberry x Ironman Flix Reissue Watch TW2V64900,134.99,United Kingdom,https://www.ebay.com/itm/Timex-Huckberry-x-Ironman-Flix-Reissue-Watch-TW2V64900-/386729703464
SEIKO Spirit SBTR021 Black Chronograph Quartz Leather band Men Watch New in Box,135.0,Japan,https://www.ebay.com/itm/SEIKO-Spirit-SBTR021-Black-Chronograph-Quartz-Leather-band-Men-Watch-New-Box-/314029683027
Citizen Eco-Drive Men's Axiom Chronograph Gold-Tone Accent 43mm Watch AT2248-59E,135.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Mens-Axiom-Chronograph-Gold-Tone-Accent-43mm-Watch-AT2248-59E-/266229025393
SEIKO solar watch,137.0,Japan,https://www.ebay.com/itm/SEIKO-solar-watch-/404796782677
Omega Watch  795.108 Constellation 23mm Women's Gold X Silver 1174184,137.5,Japan,https://www.ebay.com/itm/Omega-Watch-795-108-Constellation-23mm-Womens-Gold-X-Silver-1174184-/276324766020
Bulova Men Quartz Marine Star Silver Calendar Stainless Steel Watch 43mm 96B382,139.99,USA,https://www.ebay.com/itm/Bulova-Men-Quartz-Marine-Star-Silver-Calendar-Stainless-Steel-Watch-43mm-96B382-/304698723239
Citizen Men's Eco-Drive Proximity Pryzm Bluetooth Chrono Watch 48MM BZ1021-54L,139.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Mens-Eco-Drive-Proximity-Pryzm-Bluetooth-Chrono-Watch-48MM-BZ1021-54L-/265131377125
"Citizen Eco-Drive Weekender, Chrono Stainless Leather Quartz Watch - CA4500-08X",139.99,"Chandler,AZ,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Weekender-Chrono-Stainless-Leather-Quartz-Watch-CA4500-08X-/166586511710
Citizen Eco-Drive Weekender CA4500-08X Men's 44mm S/Steel Chrono Watch NWT,139.99,"Silver Spring,MD,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Weekender-CA4500-08X-Mens-44mm-S-Steel-Chrono-Watch-NWT-/116030704438
Citizen Eco-Drive Silver Dial Black Leather Men's Watch AO9000-06B,141.9,"Brooklyn,NY,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Silver-Dial-Black-Leather-Mens-Watch-AO9000-06B-/153734684466
$425 MSRP | Citizen Men’s Titanium Chronograph Eco-Drive Watch - AT2471-58L,145.0,"Santa Ana,CA,USA",https://www.ebay.com/itm/425-MSRP-Citizen-Men-s-Titanium-Chronograph-Eco-Drive-Watch-AT2471-58L-/355325220590
Seiko Recraft Automatic Green Dial Stainless Steel Men's Watch SNKM97,147.4,"Brooklyn,NY,USA",https://www.ebay.com/itm/Seiko-Recraft-Automatic-Green-Dial-Stainless-Steel-Mens-Watch-SNKM97-/154991980796
Seiko Recraft Automatic Green Dial Stainless Steel Men's Watch SNKM97,147.4,"Brooklyn,NY,USA",https://www.ebay.com/itm/Seiko-Recraft-Automatic-Green-Dial-Stainless-Steel-Mens-Watch-SNKM97-/154991980796
Seiko Agnes B Collaboration Bullhead V655-7010 Chronograph Mens Watch Black,148.0,Japan,https://www.ebay.com/itm/Seiko-Agnes-B-Collaboration-Bullhead-V655-7010-Chronograph-Mens-Watch-Black-/186298396635
New Invicta Men's 300M Grand Diver Creamsicle Full Lume Dial Automatic SS Watch,149.99,"Sugar Land,TX,USA",https://www.ebay.com/itm/New-Invicta-Mens-300M-Grand-Diver-Creamsicle-Full-Lume-Dial-Automatic-SS-Watch-/134501688323
Citizen Eco-Drive Men's Garrison Calendar Brown Leather Watch 42MM BM8560-02X,149.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Mens-Garrison-Calendar-Brown-Leather-Watch-42MM-BM8560-02X-/265972489789
Citizen Eco-Drive Men's Silver-Tone Day/Date Calendar 44mm Watch BU2010-57L,149.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Mens-Silver-Tone-Day-Date-Calendar-44mm-Watch-BU2010-57L-/264883992455
Omega seamaster micro adjustment clasp STZ001159 stainless. Read Description,150.0,Denmark,https://www.ebay.com/itm/Omega-seamaster-micro-adjustment-clasp-STZ001159-stainless-Read-Description-/196189046005
Citizen Eco-Drive Stiletto Men's Gold-Tone Black Dial Watch 35MM EG6012-59E,151.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Stiletto-Mens-Gold-Tone-Black-Dial-Watch-35MM-EG6012-59E-/265239377372
Seiko SARV001 Mechanical Automatic Stainless Steel Watch White,152.47,Japan,https://www.ebay.com/itm/Seiko-SARV001-Mechanical-Automatic-Stainless-Steel-Watch-White-/355270026005
Seiko SARV001 Mechanical Automatic Stainless Steel Watch White,152.47,Japan,https://www.ebay.com/itm/Seiko-SARV001-Mechanical-Automatic-Stainless-Steel-Watch-White-/355270026005
Seiko 5 Automatic Black Arabic Dial Men's Watch SNKP21J1,156.0,"Brooklyn,NY,USA",https://www.ebay.com/itm/Seiko-5-Automatic-Black-Arabic-Dial-Mens-Watch-SNKP21J1-/184089431739
Seiko Men's Watch Series 5 Power Reserve Black Dial Silver Bracelet SNKP21J1,156.0,USA,https://www.ebay.com/itm/Seiko-Mens-Watch-Series-5-Power-Reserve-Black-Dial-Silver-Bracelet-SNKP21J1-/235309109742
Seiko 5 Automatic Black Arabic Dial Men's Watch SNKP21J1,156.0,"Brooklyn,NY,USA",https://www.ebay.com/itm/Seiko-5-Automatic-Black-Arabic-Dial-Mens-Watch-SNKP21J1-/184089431739
Citizen Eco-Drive Brycen Men's Titanium Date Display 42mm Watch BM6929-56L,157.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Brycen-Mens-Titanium-Date-Display-42mm-Watch-BM6929-56L-/265117021766
Seiko 5 MILITARY NEW Automatic Day Date Watch SNK803 SNK805 SNK807 SNK809,158.0,"Miami,FL,USA",https://www.ebay.com/itm/Seiko-5-MILITARY-NEW-Automatic-Day-Date-Watch-SNK803-SNK805-SNK807-SNK809-/271240646624?var=570171750887
Citizen Men's Aviator Chronograph Black Dial Eco-Drive Watch - CA0690-88E NEW,159.99,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Mens-Aviator-Chronograph-Black-Dial-Eco-Drive-Watch-CA0690-88E-NEW-/284625452226
Girard Perrageux 1960s Mechanical Dress Watch,160.0,United Kingdom,https://www.ebay.com/itm/Girard-Perrageux-1960s-Mechanical-Dress-Watch-/305397265996
Citizen Eco-Drive Men's Chronograph Date Indicator Black Watch 42MM AT2145-86E,160.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Mens-Chronograph-Date-Indicator-Black-Watch-42MM-AT2145-86E-/266500952034
Omega Watch  7951223 Constellation Cindy Crofield Women'sRose Gold 2021063,162.5,Japan,https://www.ebay.com/itm/Omega-Watch-7951223-Constellation-Cindy-Crofield-WomensRose-Gold-2021063-/276324766022
Citizen Eco-Drive Women's Calendrier Gold Moon Phase Date Watch 37MM FD0002-57D,163.99,USA,https://www.ebay.com/itm/Citizen-Eco-Drive-Womens-Calendrier-Gold-Moon-Phase-Date-Watch-37MM-FD0002-57D-/266172744146
Citizen Chrono Aviator Men's Eco Drive Chronograph Watch - CA0690-88L NEW,164.99,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Chrono-Aviator-Mens-Eco-Drive-Chronograph-Watch-CA0690-88L-NEW-/283299678742
Seiko 5 Sports  24-Jewel Stainless Water-Resistant Men's Automatic Watch SRPD55,169.99,"Nashville,TN,USA",https://www.ebay.com/itm/Seiko-5-Sports-24-Jewel-Stainless-Water-Resistant-Mens-Automatic-Watch-SRPD55-/235424677617
Seiko 5 Sports 24-Jewel Automatic Watch Stainless Steel- Orange ,169.99,"Nashville,TN,USA",https://www.ebay.com/itm/Seiko-5-Sports-24-Jewel-Automatic-Watch-Stainless-Steel-Orange-/235423424637
Seiko 5 Sports Green Men's Automatic Watch  Green Dial  SRPD63,169.99,"Nashville,TN,USA",https://www.ebay.com/itm/Seiko-5-Sports-Green-Mens-Automatic-Watch-Green-Dial-SRPD63-/235429433733
Citizen Men's Promaster Automatic Diver's Watch - NY0040-17L NEW,169.99,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Mens-Promaster-Automatic-Divers-Watch-NY0040-17L-NEW-/393679496141
CITIZEN CB5034-58L Men's Eco-Drive Radio Controlled A.T. Chronograph Stainless,169.99,"Hemet,CA,USA",https://www.ebay.com/itm/CITIZEN-CB5034-58L-Mens-Eco-Drive-Radio-Controlled-A-T-Chronograph-Stainless-/364526856682
Seiko 5 Sports  24-Jewel Stainless Water-Resistant Men's Automatic Watch SRPD55,169.99,"Nashville,TN,USA",https://www.ebay.com/itm/Seiko-5-Sports-24-Jewel-Stainless-Water-Resistant-Mens-Automatic-Watch-SRPD55-/235424677617
Citizen Men's Promaster Automatic Diver's Watch - NY0040-17L NEW,169.99,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Mens-Promaster-Automatic-Divers-Watch-NY0040-17L-NEW-/393679496141
Seiko 5 Sports Green Men's Automatic Watch  Green Dial  SRPD63,169.99,"Nashville,TN,USA",https://www.ebay.com/itm/Seiko-5-Sports-Green-Mens-Automatic-Watch-Green-Dial-SRPD63-/235429433733
Citizen Promaster Diver Men's Eco Drive Watch - BN0151-17L NEW,174.0,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Promaster-Diver-Mens-Eco-Drive-Watch-BN0151-17L-NEW-/283271813040
Vintage Rolex Oyster Date 6694 Stainless Steel Case Back,175.0,Pakistan,https://www.ebay.com/itm/Vintage-Rolex-Oyster-Date-6694-Stainless-Steel-Case-Back-/176237737917
Automatic Watches for Men Skeleton Mechanical Self Winding Luxury Business Dress,175.17,"Denver,CO,USA",https://www.ebay.com/itm/Automatic-Watches-Men-Skeleton-Mechanical-Self-Winding-Luxury-Business-Dress-/285700442035
Authentic TIMEX 1960 Reissue Marlin hand-wound Mechanical movement  TW2R47900,178.0,"Los Angeles,CA,USA",https://www.ebay.com/itm/Authentic-TIMEX-1960-Reissue-Marlin-hand-wound-Mechanical-movement-TW2R47900-/326002104976
Authentic TIMEX 1960 Reissue Marlin hand-wound Mechanical movement  TW2R47900,178.0,"Los Angeles,CA,USA",https://www.ebay.com/itm/Authentic-TIMEX-1960-Reissue-Marlin-hand-wound-Mechanical-movement-TW2R47900-/326002104976
Seiko 5 Sports Automatic Black Dial Men's Watch SRPE55K1,178.63,"Brooklyn,NY,USA",https://www.ebay.com/itm/Seiko-5-Sports-Automatic-Black-Dial-Mens-Watch-SRPE55K1-/186124993824
Citizen Men's Promaster Automatic Diver's Watch - NY0040-09E NEW,179.0,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Mens-Promaster-Automatic-Divers-Watch-NY0040-09E-NEW-/393679436750
Citizen Men's Promaster Automatic Diver's Watch - NY0040-09E NEW,179.0,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Mens-Promaster-Automatic-Divers-Watch-NY0040-09E-NEW-/393679436750
Seiko 5 Sports SRPD79 Men's Watch Black 42.5mm Stainless Steel,179.99,"Nashville,TN,USA",https://www.ebay.com/itm/Seiko-5-Sports-SRPD79-Mens-Watch-Black-42-5mm-Stainless-Steel-/235429433732
Citizen Eco-Drive Men's Chronograph Blue Dial Calendar Watch 43MM BL5607-54L,179.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Mens-Chronograph-Blue-Dial-Calendar-Watch-43MM-BL5607-54L-/265972489786
Casio MTP-M305D-1A Moonphase Quartz Stainless Steel Men's Watch,180.0,Hong Kong,https://www.ebay.com/itm/Casio-MTP-M305D-1A-Moonphase-Quartz-Stainless-Steel-Mens-Watch-/225909291614
Citizen Promaster Diver Men's Eco Drive Watch - BN0150-10E NEW,184.0,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Promaster-Diver-Mens-Eco-Drive-Watch-BN0150-10E-NEW-/233351303155
Seiko 5 Sports Stainless Steel Silicone Band 42.5mm Automatic Watch SRPD71K2,185.0,United Arab Emirates,https://www.ebay.com/itm/Seiko-5-Sports-Stainless-Steel-Silicone-Band-42-5mm-Automatic-Watch-SRPD71K2-/166577533045
Citizen Promaster Automatic Men's Black Stainless Steel Watch 44MM NY0158-09L,185.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Promaster-Automatic-Mens-Black-Stainless-Steel-Watch-44MM-NY0158-09L-/266030465135
Custom Night Black 39mm Datejust Mod Watch w/Seiko NH35 Automatic Movement,189.0,"Connell,WA,USA",https://www.ebay.com/itm/Custom-Night-Black-39mm-Datejust-Mod-Watch-w-Seiko-NH35-Automatic-Movement-/296222708660
NEW Invicta Men 52mm Bolt Zeus Magnum BLACK DIAL SS Chrono Watch - MPN 31554 !!,189.99,"Katy,TX,USA",https://www.ebay.com/itm/NEW-Invicta-Men-52mm-Bolt-Zeus-Magnum-BLACK-DIAL-SS-Chrono-Watch-MPN-31554-/145087409253
Seiko 5 Sports Men's Automatic  Gunmetal Finished Bracelet Watch 43mm  SRPD65 ,189.99,"Nashville,TN,USA",https://www.ebay.com/itm/Seiko-5-Sports-Mens-Automatic-Gunmetal-Finished-Bracelet-Watch-43mm-SRPD65-/235429433736
Citizen Eco-Drive Men's Calendrier World Time Blue Dial 44mm Watch BU2021-51L,194.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Mens-Calendrier-World-Time-Blue-Dial-44mm-Watch-BU2021-51L-/265606937717
NEW* Seiko Men's SNAA30 Stainless Steel Two-Tone Black Watch MSRP $495,198.0,"Brooklyn,NY,USA",https://www.ebay.com/itm/NEW-Seiko-Mens-SNAA30-Stainless-Steel-Two-Tone-Black-Watch-MSRP-495-/255278571163
【Exc+5】 Vintage Omega DeVille 511.0392 Cal 625 Gold Women's MT Watch From JAPAN,199.9,Japan,https://www.ebay.com/itm/Exc-5-Vintage-Omega-DeVille-511-0392-Cal-625-Gold-Womens-MT-Watch-JAPAN-/235430022533
SEIKO SANTOS STYLE CUSTOM BUILT MOD WATCH NH35 AUTOMATIC,199.99,"Great Neck,NY,USA",https://www.ebay.com/itm/SEIKO-SANTOS-STYLE-CUSTOM-BUILT-MOD-WATCH-NH35-AUTOMATIC-/176225331365
Citizen Promaster Chronograph Black Dial Sapphire Camo Band Watch CA0727-12E,199.99,"Boynton Beach,FL,USA",https://www.ebay.com/itm/Citizen-Promaster-Chronograph-Black-Dial-Sapphire-Camo-Band-Watch-CA0727-12E-/276037929105
SEIKO SANTOS STYLE CUSTOM BUILT MOD WATCH NH35 AUTOMATIC,199.99,"Great Neck,NY,USA",https://www.ebay.com/itm/SEIKO-SANTOS-STYLE-CUSTOM-BUILT-MOD-WATCH-NH35-AUTOMATIC-/176225331365
Timex Marlin Automatic 40MM Green Dial Black Leather strap Watch TW2V44600,209.0,"Los Angeles,CA,USA",https://www.ebay.com/itm/Timex-Marlin-Automatic-40MM-Green-Dial-Black-Leather-strap-Watch-TW2V44600-/325887057160
Citizen Men's Eco-Drive Promaster Orca Calendar Blue Poly Watch 46MM BN0231-01L,216.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Mens-Eco-Drive-Promaster-Orca-Calendar-Blue-Poly-Watch-46MM-BN0231-01L-/265972489884
Citizen Eco-Drive Men's Promaster Diver Titanium Blue 44mm Watch BN0201-02M,218.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Mens-Promaster-Diver-Titanium-Blue-44mm-Watch-BN0201-02M-/265031375989
"SEIKO Watch,  Premier Automatic Black Dial Men's SSA215J1 Brand New 41.5 mm",219.0,Hong Kong,https://www.ebay.com/itm/SEIKO-Watch-Premier-Automatic-Black-Dial-Mens-SSA215J1-Brand-New-41-5-mm-/196100857862
Invicta Reserve Men's Joker DC Comics Venom Chronograph Watch 34942,224.1,"Trenton,NJ,USA",https://www.ebay.com/itm/Invicta-Reserve-Mens-Joker-DC-Comics-Venom-Chronograph-Watch-34942-/305369556867
Gucci YA137102 Unisex Sync XXL Rubber Swiss Quartz Watch - White,225.0,"Richardson,TX,USA",https://www.ebay.com/itm/Gucci-YA137102-Unisex-Sync-XXL-Rubber-Swiss-Quartz-Watch-White-/266234461079
Authentic TIMEX  Marlin Automatic Peanuts Snoopy and Woodstock Watch TW2U85800,225.0,"Los Angeles,CA,USA",https://www.ebay.com/itm/Authentic-TIMEX-Marlin-Automatic-Peanuts-Snoopy-and-Woodstock-Watch-TW2U85800-/325980971861
Omega Watch  396.107 Constellation 32mm Men's Silver 2353079,227.5,Japan,https://www.ebay.com/itm/Omega-Watch-396-107-Constellation-32mm-Mens-Silver-2353079-/296210293901
CITIZEN Eco-Drive CA7040-85E Black Stainless Steel Men's Watch New in Box,230.0,Japan,https://www.ebay.com/itm/CITIZEN-Eco-Drive-CA7040-85E-Black-Stainless-Steel-Mens-Watch-New-Box-/314269815367
Seiko Mod Watch Black Bezel Chronograph 40mm Case Panda Daytona Homage,239.97,"Las Vegas,NV,USA",https://www.ebay.com/itm/Seiko-Mod-Watch-Black-Bezel-Chronograph-40mm-Case-Panda-Daytona-Homage-/315154392408
Citizen Eco-Drive Calendrier Men's Diamond Accent Day/Date 44mm Watch BU2082-56E,240.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Calendrier-Mens-Diamond-Accent-Day-Date-44mm-Watch-BU2082-56E-/266499003618
Citizen Men's Promaster Sea Dive Eco-Drive Blue Orca Date Watch 46MM BN0238-02L,240.99,USA,https://www.ebay.com/itm/Citizen-Mens-Promaster-Sea-Dive-Eco-Drive-Blue-Orca-Date-Watch-46MM-BN0238-02L-/266600075783
Luminox Navy Seal Colormark 44mm Carbonox Black Dial Men Quartz Watch XS.3052.BO,245.0,"New York,NY,USA",https://www.ebay.com/itm/Luminox-Navy-Seal-Colormark-44mm-Carbonox-Black-Dial-Men-Quartz-Watch-XS-3052-BO-/115774214936
Citizen Men's Blue Dial Automatic Watch - NJ0150-81L NEW,246.39,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Mens-Blue-Dial-Automatic-Watch-NJ0150-81L-NEW-/394697898680
Citizen Promaster Marine Men's Eco Drive Watch - BN0199-53X NEW,249.0,"Miami,FL,USA",https://www.ebay.com/itm/Citizen-Promaster-Marine-Mens-Eco-Drive-Watch-BN0199-53X-NEW-/285346059996
S Mod SeikOak Custom Mod NH35 Royal Oak Style Blue Dial Automatic Mens Watch,250.0,China,https://www.ebay.com/itm/S-Mod-SeikOak-Custom-Mod-NH35-Royal-Oak-Style-Blue-Dial-Automatic-Mens-Watch-/355162738516
CITIZEN NJ0151-88M Automatic 5 bar TSUYOSA COLLECTION,260.0,Spain,https://www.ebay.com/itm/CITIZEN-NJ0151-88M-Automatic-5-bar-TSUYOSA-COLLECTION-/225585784542
Citizen Promaster Dive Automatic Men's Calendar Black Watch 44MM NY0155-58X,262.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Promaster-Dive-Automatic-Mens-Calendar-Black-Watch-44MM-NY0155-58X-/266499003510
Citizen Eco-Drive Men's A-T Atomic Time Perpetual Calendar 43mm Watch CB5880-54L,264.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Mens-A-T-Atomic-Time-Perpetual-Calendar-43mm-Watch-CB5880-54L-/266499003528
Casio Pro Trek Men's Tough Solar Triple Sensor Atomic 52mm Watch PRW6600Y-1A9,265.99,"Houston,TX,USA",https://www.ebay.com/itm/Casio-Pro-Trek-Mens-Tough-Solar-Triple-Sensor-Atomic-52mm-Watch-PRW6600Y-1A9-/185512500248
SEIKO 5 Sports Naruto & Boruto GAARA Model Limited Edition Men's Watch SRPF71K1,269.0,Hong Kong,https://www.ebay.com/itm/SEIKO-5-Sports-Naruto-Boruto-GAARA-Model-Limited-Edition-Mens-Watch-SRPF71K1-/141196792048
【 N MINT 】 Citizen Chrono Tsuno Bull Head AN3660-81X Quartz Watch from JAPAN,269.9,Japan,https://www.ebay.com/itm/N-MINT-Citizen-Chrono-Tsuno-Bull-Head-AN3660-81X-Quartz-Watch-JAPAN-/134920991615
Citizen Eco-Drive Men's Atomic Chronograph Calendar 48MM Watch AT8220-55L,269.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Mens-Atomic-Chronograph-Calendar-48MM-Watch-AT8220-55L-/266463024198
Citizen Men's Promaster Land Eco-Drive Chronograph Atomic Watch 45mm CB5921-59X,270.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Mens-Promaster-Land-Eco-Drive-Chronograph-Atomic-Watch-45mm-CB5921-59X-/266499003607
Citizen Eco-Drive PCAT Men's Radio Controlled Chronograph 43mm Watch CB5916-59L,274.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-PCAT-Mens-Radio-Controlled-Chronograph-43mm-Watch-CB5916-59L-/266499003588
CITIZEN COLLECTION RECORD LABEL THERMO SENSOR JG2126-69E Unisex Watch New in Box,278.0,Japan,https://www.ebay.com/itm/CITIZEN-COLLECTION-RECORD-LABEL-THERMO-SENSOR-JG2126-69E-Unisex-Watch-New-Box-/314218768755
Seiko 5 Five Sports SSK001 SKX GMT Automatic Watch 100 Meter Black Dial USA,287.0,"Mechanicsville,PA,USA",https://www.ebay.com/itm/Seiko-5-Five-Sports-SSK001-SKX-GMT-Automatic-Watch-100-Meter-Black-Dial-USA-/186245435606
Seiko 5 Five Sports SSK001 SKX GMT Automatic Watch 100 Meter Black Dial USA,287.0,"Mechanicsville,PA,USA",https://www.ebay.com/itm/Seiko-5-Five-Sports-SSK001-SKX-GMT-Automatic-Watch-100-Meter-Black-Dial-USA-/186245435606
SEIKO Presage Automatic SSA140 SSA140J1 Sapphire Rose Gold 2 Tone Watch Japan,298.99,Singapore,https://www.ebay.com/itm/SEIKO-Presage-Automatic-SSA140-SSA140J1-Sapphire-Rose-Gold-2-Tone-Watch-Japan-/395198895720
SEIKO Presage Automatic SSA140 SSA140J1 Sapphire Rose Gold 2 Tone Watch Japan,298.99,Singapore,https://www.ebay.com/itm/SEIKO-Presage-Automatic-SSA140-SSA140J1-Sapphire-Rose-Gold-2-Tone-Watch-Japan-/395198895720
"SEIKO CUSTOM ""PANDA"" SPEEDTIMER Modified Watch  (FREE SHIPPING)",299.0,Philippines,https://www.ebay.com/itm/SEIKO-CUSTOM-PANDA-SPEEDTIMER-Modified-Watch-FREE-SHIPPING-/395183957819
OMEGA x Swatch Speedmaster MoonSwatch Beige Men's Watch - S033C100,300.0,"Fort Washington,MD,USA",https://www.ebay.com/itm/OMEGA-x-Swatch-Speedmaster-MoonSwatch-Beige-Mens-Watch-S033C100-/364732386230
Omega Watch  795.124 Constellation 18mm Women's Pinks X Silver 3550016,305.0,Japan,https://www.ebay.com/itm/Omega-Watch-795-124-Constellation-18mm-Womens-Pinks-X-Silver-3550016-/315143348483
Seiko 5 Five Sports SSK003 GMT Automatic Watch 100 Meter Blue Dial Made in Japan,308.5,"Mechanicsville,PA,USA",https://www.ebay.com/itm/Seiko-5-Five-Sports-SSK003-GMT-Automatic-Watch-100-Meter-Blue-Dial-Made-Japan-/156040465276
Citizen Promaster BJ8050-08E Black Dial Dive Watch Polyurethane Band,309.99,"Boynton Beach,FL,USA",https://www.ebay.com/itm/Citizen-Promaster-BJ8050-08E-Black-Dial-Dive-Watch-Polyurethane-Band-/275917415990
New Seiko 5 Sports SSK019 SKX Sports GMT Series Steel Bracelet Men's Watch,315.0,"Brooklyn,NY,USA",https://www.ebay.com/itm/New-Seiko-5-Sports-SSK019-SKX-Sports-GMT-Series-Steel-Bracelet-Mens-Watch-/335029570764
Seiko 5 Sports Watch SRPK17 Limited Edition (US Seiko AD) Black dail New in Box,318.25,"Batesville,AR,USA",https://www.ebay.com/itm/Seiko-5-Sports-Watch-SRPK17-Limited-Edition-US-Seiko-AD-Black-dail-New-Box-/235392439700
Timex Marlin Automatic x Peanuts Snoopy Flying Ace 40mm Watch TW2W49600,324.36,United Kingdom,https://www.ebay.com/itm/Timex-Marlin-Automatic-x-Peanuts-Snoopy-Flying-Ace-40mm-Watch-TW2W49600-/296169122345
Swatch x Omega Bioceramic Moonswatch Mission To Earth (Worn),325.0,Canada,https://www.ebay.com/itm/Swatch-x-Omega-Bioceramic-Moonswatch-Mission-Earth-Worn-/256411003587
Omega De Ville Men's Watch Quartz Gold Dial Analog Used JPN,336.42,Japan,https://www.ebay.com/itm/Omega-Ville-Mens-Watch-Quartz-Gold-Dial-Analog-Used-JPN-/204653612586
Bulova Men CURV Quartz Chronograph Exhibition Caseback Blue Watch 44MM 96A205,339.99,"Houston,TX,USA",https://www.ebay.com/itm/Bulova-Men-CURV-Quartz-Chronograph-Exhibition-Caseback-Blue-Watch-44MM-96A205-/114919635331
boldr Watch,349.0,"Reading,PA,USA",https://www.ebay.com/itm/boldr-Watch-/134934348479
"New Seiko Prospex Solar Hybrid ""Arnie"" Divers 200M Men's Watch SNJ025",349.98,USA,https://www.ebay.com/itm/New-Seiko-Prospex-Solar-Hybrid-Arnie-Divers-200M-Mens-Watch-SNJ025-/126308047883
Citizen Eco-Drive Super Titanium Armor Men's Chronograph 44mm Watch CA7058-55E,350.0,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Super-Titanium-Armor-Mens-Chronograph-44mm-Watch-CA7058-55E-/156059817804
Omega Deville,350.0,Azerbaijan Republic,https://www.ebay.com/itm/Omega-Deville-/386771371520
Omega x Swatch Moonswatch Mission to Mercury Speedmaster AUTHENTIC! + RECEIPT,359.9,"Houston,TX,USA",https://www.ebay.com/itm/Omega-x-Swatch-Moonswatch-Mission-Mercury-Speedmaster-AUTHENTIC-RECEIPT-/296084235721
Citizen Promaster Navihawk Polyurethane Strap A-T Men's Watch JY8035-04E,359.99,"Boynton Beach,FL,USA",https://www.ebay.com/itm/Citizen-Promaster-Navihawk-Polyurethane-Strap-A-T-Mens-Watch-JY8035-04E-/275542763757
Swatch x Omega Bioceramic MoonSwatch Mission To Mercury 100% Authentic,360.0,"Woodbury,NY,USA",https://www.ebay.com/itm/Swatch-x-Omega-Bioceramic-MoonSwatch-Mission-Mercury-100-Authentic-/186297208063
Citizen Eco-Drive Promaster Tsuno Men's Chronograph Racer 45mm Watch AV0070-57L,360.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Promaster-Tsuno-Mens-Chronograph-Racer-45mm-Watch-AV0070-57L-/266598672120
Citizen Eco-Drive Promaster Aqualand Men's Dive Watch 46mm Watch BJ2168-01E,363.99,"Houston,TX,USA",https://www.ebay.com/itm/Citizen-Eco-Drive-Promaster-Aqualand-Mens-Dive-Watch-46mm-Watch-BJ2168-01E-/266325808269
Citizen Men's Blue Angels World Chronograph Eco Drive Watch AT8020-54L,369.99,"Boynton Beach,FL,USA",https://www.ebay.com/itm/Citizen-Mens-Blue-Angels-World-Chronograph-Eco-Drive-Watch-AT8020-54L-/275356310558
